geo_id,sale_date,acutal_sale_price,sale_value,essence,sale_percentage,city,construction_year,square_meters,n_rooms,se
006370-0035-010-00,30/07/2018,"2,425,000","2,425,000",building apartment,1,kiryat ono,2015,106,4,3.596683159
006370-0035-013-00,06/06/2018,"2,750,000","2,750,000",building apartment,1,kiryat ono,2015,125,5,3.458526464
006370-0035-014-00,30/04/2017,"2,632,925","2,632,925",building apartment,1,kiryat ono,2015,126,5,6.58939717
006370-0035-017-00,30/04/2017,"2,320,000","2,320,000",building apartment,1,kiryat ono,2015,106,4,5.596522961
006370-0035-018-00,08/05/2018,"2,765,000","2,765,000",building apartment,1,kiryat ono,2015,125,5,5.445039543
006370-0035-019-00,27/06/2018,"2,765,000","2,765,000",building apartment,1,kiryat ono,2015,125,5,3.898153404
006370-0035-027-00,15/08/2017,"2,460,000","2,460,000",building apartment,1,kiryat ono,2017,106,4,1.63805258
006370-0035-053-00,29/05/2017,"2,745,000","2,745,000",building apartment,1,kiryat ono,2017,126,5,1.16384733
006370-0035-072-00,25/09/2017,"3,300,000","3,300,000",building apartment,1,kiryat ono,2017,142,5,3.329666358
006370-0035-076-00,10/01/2018,"3,325,000","3,325,000",building apartment,1,kiryat ono,2015,142,5,4.238295309
006370-0035-077-00,18/06/2017,"2,860,000","2,860,000",building apartment,1,kiryat ono,2017,126,5,4.088646507
006370-0035-078-00,21/08/2017,"2,890,000","2,890,000",building apartment,1,kiryat ono,2017,126,5,4.067744319
006370-0035-080-00,06/02/2018,"3,440,000","3,440,000",building apartment,1,kiryat ono,2015,142,5,0.362966765
006370-0035-081-00,27/02/2018,"2,930,000","2,930,000",building apartment,1,kiryat ono,2015,125,5,5.444314672
006370-0035-082-00,13/01/2019,"3,030,000","3,030,000",building apartment,1,kiryat ono,2015,125,5,1.076373373
006370-0035-084-00,13/07/2017,"3,430,000","3,430,000",building apartment,1,kiryat ono,2015,143,5,6.659991526
006370-0035-085-00,07/02/2019,"2,950,000","2,950,000",building apartment,1,kiryat ono,2014,129,5,1.952613912
006370-0035-091-00,05/12/2019,"4,050,000","4,050,000",building apartment,1,kiryat ono,2015,144,5,9.718353381
006370-0036-000-00,11/12/2017,"1,470,000","1,470,000",building apartment,0.5,kiryat ono,2017,133,5.5,3.597529729
006370-0036-000-00,22/01/2018,"1,405,000","1,405,000",building apartment,0.5,kiryat ono,2017,133,5,1.676225146
006370-0036-000-00,29/01/2018,"1,387,500","1,387,500",building apartment,0.5,kiryat ono,2017,118,4,0.936060386
006370-0036-000-00,07/02/2018,"2,092,500","2,092,500",building apartment,0.5,kiryat ono,2017,169,6,1.812098309
006370-0036-000-00,07/08/2018,"1,012,500","1,012,500",building apartment,0.5,kiryat ono,2021,80,3,0.350415952
006370-0036-000-00,31/12/2018,"1,415,000","1,415,000",building apartment,0.5,kiryat ono,2021,115,4.5,2.238131696
006370-0036-000-00,03/04/2019,"1,390,000","1,390,000",building apartment,0.5,kiryat ono,2017,115,4.5,3.243490405
006370-0036-000-00,31/10/2019,"1,870,000","1,870,000",building apartment,0.5,kiryat ono,2017,119,5,4.160856454
006370-0036-002-00,01/05/2018,"1,930,000","1,930,000",building apartment,0.5,kiryat ono,2017,128,5.5,1.964046364
006370-0036-007-00,17/02/2019,"975,000","975,000",building apartment,0.5,kiryat ono,2017,80,3,1.724805869
006370-0036-009-00,13/04/2018,"1,290,000","1,290,000",building apartment,0.5,kiryat ono,2021,115,4.5,2.168970406
006370-0036-010-00,14/03/2019,"1,427,500","1,427,500",building apartment,0.5,kiryat ono,2017,133,5.5,1.200744481
006370-0036-014-00,23/04/2018,"1,295,000","1,295,000",building apartment,0.5,kiryat ono,2017,115,4.5,0.697170824
006370-0036-016-00,20/06/2019,"1,235,000","1,235,000",building apartment,0.5,kiryat ono,2017,107,4,2.970211899
006370-0036-020-00,22/03/2018,"1,350,000","1,350,000",building apartment,0.5,kiryat ono,2017,133,5.5,1.821450915
006370-0036-026-00,29/05/2018,"1,225,000","1,225,000",building apartment,0.5,kiryat ono,2017,107,4,1.446511278
006370-0036-029-00,29/08/2018,"1,322,500","1,322,500",building apartment,0.5,kiryat ono,2021,115,4.5,2.699193227
006370-0036-031-00,31/01/2018,"1,240,000","1,240,000",building apartment,0.5,kiryat ono,2017,107,4,1.844675161
006370-0036-032-00,06/09/2018,"1,010,000","1,010,000",building apartment,0.5,kiryat ono,2021,80,3,0.545286379
006370-0036-033-00,21/03/2019,"1,342,500","1,342,500",building apartment,0.5,kiryat ono,2017,118,4.5,1.944781115
006370-0036-037-00,28/11/2018,"1,042,500","1,042,500",building apartment,0.5,kiryat ono,2021,80,3,2.432248535
006370-0036-038-00,30/08/2018,"1,342,500","1,342,500",building apartment,0.5,kiryat ono,2021,118,4.5,2.009490077
006370-0036-039-00,23/04/2018,"1,350,000","1,350,000",building apartment,0.5,kiryat ono,2017,115,4.5,0.181054385
006370-0036-040-00,26/12/2017,"287,508","287,508",building apartment,0.111,kiryat ono,2017,133,5.5,0.216927104
006370-0036-044-00,23/04/2018,"1,355,000","1,355,000",building apartment,0.5,kiryat ono,2017,115,4.5,1.271652695
006370-0036-047-00,28/12/2017,"33,318","33,318",building apartment,0.017,kiryat ono,2017,80,3,0.045109593
006370-0036-048-00,26/08/2018,"1,365,000","1,365,000",building apartment,0.5,kiryat ono,2021,118,4.5,3.435864356
006370-0036-051-00,10/01/2018,"1,275,000","1,275,000",building apartment,0.5,kiryat ono,2017,107,4,2.249717105
006370-0036-056-00,06/03/2018,"1,287,500","1,287,500",building apartment,0.5,kiryat ono,2017,107,4,2.558076694
006370-0036-065-00,27/12/2017,"1,485,000","1,485,000",building apartment,0.5,kiryat ono,2017,133,5.5,2.40123444
006370-0036-069-00,29/01/2018,"1,387,500","1,387,500",building apartment,0.5,kiryat ono,2017,115,4,3.008646696
006370-0036-072-00,29/04/2019,"1,120,000","1,120,000",building apartment,0.5,kiryat ono,2017,80,3,2.545328573
006370-0036-074-00,28/11/2018,"1,415,000","1,415,000",building apartment,0.5,kiryat ono,2021,115,4.5,1.120785561
006370-0036-080-00,28/12/2017,"16,035","16,035",building apartment,0.059,kiryat ono,2017,127,5,0.006853912
006370-0036-081-00,05/12/2017,"1,750,000","1,750,000",building apartment,0.5,kiryat ono,2017,137,5.5,0.374146096
006370-0036-084-00,13/03/2018,"2,030,000","2,030,000",building apartment,0.5,kiryat ono,2017,159,6,0.506076609
006370-0036-089-00,12/12/2017,"2,125,000","2,125,000",building apartment,0.5,kiryat ono,2017,157,6,0.798917562
006370-0036-091-00,22/03/2018,"2,450,000","2,450,000",building apartment,0.5,kiryat ono,2017,158,6,3.113789302
006370-0036-303-00,19/12/2017,"1,322,500","1,322,500",building apartment,0.5,kiryat ono,2017,115,4.5,0.489989067
006370-0036-303-00,09/01/2018,"1,475,000","1,475,000",building apartment,0.5,kiryat ono,2017,133,5.5,0.289238358
006370-0039-016-00,09/10/2018,"2,440,000","2,440,000",building apartment,1,kiryat ono,2006,113,4,2.331102374
006370-0039-017-00,03/05/2018,"2,495,000","2,495,000",building apartment,1,kiryat ono,2008,90,4,2.044574454
006370-0039-023-00,10/07/2019,"826,666","826,666",building apartment,0.333,kiryat ono,2007,115,4,0.897155876
006370-0039-035-00,28/01/2020,"3,000,000","3,000,000",building apartment,1,kiryat ono,2006,130,5,0.866846608
006370-0039-039-00,13/06/2019,"3,308,000","3,308,000",building apartment,1,kiryat ono,2009,140,5,7.904661698
006370-0040-008-00,06/06/2019,"1,030,000","1,030,000",building apartment,0.5,kiryat ono,2012,70,3,0.621050672
006370-0040-009-00,26/12/2018,"2,450,000","2,450,000",building apartment,1,kiryat ono,2015,111,4,2.027985904
006370-0040-018-00,26/11/2019,"116,160","116,160",building apartment,0.052,kiryat ono,2015,113,4,0.164136364
006370-0040-027-00,24/12/2017,"2,500,000","2,500,000",building apartment,1,kiryat ono,2013,112,5,4.637674294
006370-0043-017-00,06/05/2019,"3,100,000","3,100,000",building apartment,1,kiryat ono,2004,135,5,7.840518643
006370-0043-028-00,15/09/2019,"2,645,000","2,645,000",building apartment,1,kiryat ono,2009,114,4,1.308957823
006370-0043-034-00,02/05/2019,"2,510,000","2,510,000",building apartment,1,kiryat ono,2007,92,4,2.402765111
006370-0043-044-00,26/07/2018,"2,450,000","2,450,000",building apartment,1,kiryat ono,2008,113,4,3.578163204
006370-0043-064-00,20/11/2017,"2,440,000","2,440,000",building apartment,1,kiryat ono,2008,113,4,2.439683231
006370-0043-068-00,17/05/2018,"3,440,000","3,440,000",building apartment,1,kiryat ono,2008,171,5,3.340796459
006370-0045-002-00,07/02/2020,"4,140,000","4,140,000",building apartment,1,kiryat ono,2013,156,5,8.989541827
006370-0045-014-00,21/08/2019,"2,990,000","2,990,000",building apartment,1,kiryat ono,2013,129,5,7.308017125
006370-0045-034-00,22/02/2018,"3,100,000","3,100,000",building apartment,1,kiryat ono,2013,129,5,6.297474957
006370-0045-041-00,08/07/2019,"3,155,000","3,155,000",building apartment,1,kiryat ono,2013,153,5,3.739383518
006370-0045-044-00,07/09/2017,"3,436,000","3,436,000",building apartment,1,kiryat ono,2013,150,6,5.509347873
006370-0048-008-00,24/01/2019,"2,500,000","2,500,000",building apartment,1,kiryat ono,2014,120,4,5.607768841
006370-0048-087-00,04/06/2017,"2,740,000","2,740,000",building apartment,1,kiryat ono,2013,101,4,3.298226126
006370-0049-000-00,22/03/2018,"2,125,000","2,125,000",building apartment,1,kiryat ono,2009,120,4,0.814174106
006370-0049-000-00,09/07/2018,"2,540,000","2,540,000",building apartment,1,kiryat ono,2010,121,4,1.055261194
006370-0049-005-00,25/06/2019,"2,500,000","2,500,000",building apartment,1,kiryat ono,2009,107,4,4.114718115
006370-0049-008-00,03/04/2019,"2,535,000","2,535,000",building apartment,1,kiryat ono,2011,120,4,2.759620917
006370-0049-009-00,16/04/2019,"2,480,000","2,480,000",building apartment,1,kiryat ono,2011,117,4,1.150922153
006370-0049-017-00,24/10/2018,"2,480,000","2,480,000",building apartment,1,kiryat ono,2010,117,4,1.162726003
006370-0049-019-00,29/07/2019,"2,517,500","2,517,500",building apartment,1,kiryat ono,2009,117,4,1.55514247
006370-0049-023-00,28/05/2019,"2,900,000","2,900,000",building apartment,1,kiryat ono,2008,117,5,6.034440287
006370-0049-050-00,25/07/2019,"2,670,000","2,670,000",building apartment,1,kiryat ono,2012,110,4,4.207116875
006370-0050-003-00,19/03/2018,"2,380,000","2,380,000",building apartment,1,kiryat ono,2006,137,4,5.205343203
006370-0050-006-00,11/03/2019,"2,065,000","2,065,000",building apartment,1,kiryat ono,2007,106,3,3.848237744
006370-0050-020-00,28/07/2019,"2,428,000","2,428,000",building apartment,1,kiryat ono,2007,124,4,4.014698632
006370-0050-023-00,26/03/2018,"2,500,000","2,500,000",building apartment,1,kiryat ono,2004,130,4,5.546005445
006370-0050-069-00,07/06/2017,"1,513,500","1,513,500",building apartment,0.5,kiryat ono,2005,113,5,1.489627376
006370-0050-071-00,28/03/2019,"2,640,000","2,640,000",building apartment,1,kiryat ono,2006,106,4,2.237354034
006370-0050-088-00,29/03/2019,"3,420,000","3,420,000",building apartment,1,kiryat ono,2006,114,4,2.512724587
006370-0050-096-00,17/03/2019,"2,340,000","2,340,000",building apartment,1,kiryat ono,2005,95,4,3.50472737
006370-0050-097-00,22/09/2019,"940,000","940,000",building apartment,0.5,kiryat ono,2008,101,3,2.235966372
006370-0050-098-00,26/12/2017,"2,270,000","2,270,000",building apartment,1,kiryat ono,2008,108,4,2.109303728
006370-0050-120-00,15/04/2018,"2,560,000","2,560,000",building apartment,1,kiryat ono,2007,125,4,3.242056186
006370-0050-133-00,21/08/2019,"2,530,000","2,530,000",building apartment,1,kiryat ono,2005,115,4,5.322061922
006370-0050-142-00,12/03/2018,"2,080,000","2,080,000",building apartment,1,kiryat ono,2008,78,3,4.523441863
006370-0050-144-00,31/10/2018,"2,580,000","2,580,000",building apartment,1,kiryat ono,2007,126,4,3.17857098
006370-0050-190-00,04/07/2019,"2,495,000","2,495,000",building apartment,1,kiryat ono,2008,102,4,3.08721547
006370-0050-204-00,10/12/2017,"2,400,000","2,400,000",building apartment,1,kiryat ono,2006,116,4,5.526089573
006370-0050-215-00,28/02/2019,"2,500,000","2,500,000",building apartment,1,kiryat ono,2008,103,4,6.071540863
006370-0050-221-00,16/07/2019,"2,505,000","2,505,000",building apartment,1,kiryat ono,2009,100,4,2.448931981
006370-0050-223-00,24/02/2019,"2,040,000","2,040,000",building apartment,1,kiryat ono,2008,96,3,2.203904003
006370-0050-228-00,26/07/2019,"2,030,000","2,030,000",building apartment,1,kiryat ono,2008,101,3,2.140906903
006370-0050-231-00,13/02/2019,"1,901,250","1,901,250",building apartment,1,kiryat ono,2010,125,4,2.019237212
006370-0050-232-00,19/08/2018,"2,490,000","2,490,000",building apartment,1,kiryat ono,2009,115,4,4.100240479
006370-0050-238-00,02/01/2019,"2,010,000","2,010,000",building apartment,1,kiryat ono,2008,101,3,5.06521105
006370-0050-244-00,09/01/2019,"2,430,000","2,430,000",building apartment,1,kiryat ono,2009,95,4,3.68935367
006370-0050-244-00,09/01/2019,"2,430,000","2,430,000",building apartment,1,kiryat ono,2009,95,4,4.610149478
006370-0050-250-00,28/11/2017,"2,413,000","2,413,000",building apartment,1,kiryat ono,2009,104,4,1.308399037
006370-0051-095-00,31/01/2018,"1,180,000","1,180,000",building apartment,0.5,kiryat ono,2008,132,4,2.61134627
006370-0052-195-00,17/05/2018,"2,520,000","2,520,000",building apartment,1,kiryat ono,2009,124,4,6.099764085
006370-0053-003-00,09/10/2018,"1,190,000","1,190,000",building apartment,0.5,kiryat ono,2010,100,4,1.916930813
006370-0053-024-00,06/02/2018,"2,650,000","2,650,000",building apartment,1,kiryat ono,2011,120,4,1.044921594
006370-0053-041-00,02/04/2019,"2,640,000","2,640,000",building apartment,1,kiryat ono,2010,120,4,3.652690749
006370-0053-045-00,22/03/2019,"1,870,000","1,870,000",building apartment,1,kiryat ono,2011,76,3,1.36589805
006370-0053-051-00,21/03/2019,"2,686,000","2,686,000",building apartment,1,kiryat ono,2009,120,4,0.740911498
006370-0053-062-00,03/07/2017,"2,100,000","2,100,000",building apartment,0.75,kiryat ono,2012,116,5,0.767047867
006370-0056-042-00,24/12/2017,"3,250,000","3,250,000",building apartment,1,kiryat ono,2008,145,5,4.184371013
006370-0056-058-00,19/12/2019,"1,660,000","1,660,000",building apartment,0.5,kiryat ono,2009,146,5,2.565563096
006370-0057-041-00,23/11/2017,"2,900,000","2,900,000",building apartment,1,kiryat ono,2010,136,5,3.222330027
006370-0057-042-00,13/05/2018,"2,575,000","2,575,000",building apartment,1,kiryat ono,2009,113,4,1.691006492
006370-0058-008-00,28/03/2018,"2,780,000","2,780,000",building apartment,1,kiryat ono,2013,118,5,3.727761461
006370-0058-018-00,26/06/2017,"3,990,000","3,990,000",building apartment,1,kiryat ono,2013,131,6,1.866052375
006370-0059-009-00,10/09/2019,"1,235,000","1,235,000",building apartment,0.5,kiryat ono,2008,105,4,0.972630034
006370-0059-023-00,04/07/2018,"2,400,000","2,400,000",building apartment,1,kiryat ono,2010,119,4,6.038483787
006370-0059-030-00,27/02/2018,"2,425,000","2,425,000",building apartment,1,kiryat ono,2007,117,4,0.806240361
006370-0105-009-00,11/03/2020,"2,690,000","2,690,000",building apartment,1,kiryat ono,2015,131,5,5.30894283
006370-0105-022-00,14/05/2018,"2,420,000","2,420,000",building apartment,1,kiryat ono,2014,118,4,0.551727134
006370-0106-000-00,10/09/2017,"3,063,000","3,063,000",building apartment,1,kiryat ono,2019,118,5,5.477657179
006370-0106-000-00,29/11/2017,"2,800,000","2,800,000",building apartment,1,kiryat ono,2019,120,5,1.270711952
006370-0106-032-00,03/04/2017,"2,340,000","2,340,000",building apartment,1,kiryat ono,2019,105,4,4.126777122
006370-0106-042-00,06/03/2018,"2,914,150","2,914,150",building apartment,1,kiryat ono,2019,120,5,6.930057699
006370-0106-061-00,08/02/2018,"2,960,000","2,960,000",building apartment,1,kiryat ono,2019,118,5,3.269306302
006370-0107-008-00,04/02/2020,"2,510,000","2,510,000",building apartment,1,kiryat ono,2014,119,4,0.091967524
006370-0107-019-00,03/01/2018,"2,560,000","2,560,000",building apartment,1,kiryat ono,2014,107,4,6.554114958
006370-0107-021-00,02/07/2018,"2,835,000","2,835,000",building apartment,1,kiryat ono,2014,137,5,6.674092838
006370-0107-028-00,04/06/2019,"2,550,000","2,550,000",building apartment,1,kiryat ono,2014,119,4,4.435092355
006370-0107-047-00,31/07/2019,"2,700,000","2,700,000",building apartment,1,kiryat ono,2014,119,4,4.922672041
006370-0107-055-00,15/02/2018,"1,335,000","1,335,000",building apartment,0.5,kiryat ono,2010,119,4,2.8280896
006370-0107-074-00,12/12/2018,"3,200,000","3,200,000",building apartment,1,kiryat ono,2010,130,5,3.52204291
006370-0107-081-00,17/04/2019,"3,197,500","3,197,500",building apartment,1,kiryat ono,2014,125,5,7.806526918
006370-0107-083-00,07/11/2018,"2,000,000","2,000,000",building apartment,0.5,kiryat ono,2014,168,5,3.581660819
006370-0108-000-00,31/12/2019,"1,250,000","1,250,000",building apartment,0.5,kiryat ono,2013,114,4,3.150716813
006370-0108-000-00,17/09/2017,"2,410,000","2,410,000",building apartment,1,kiryat ono,2013,110,4,3.075034541
006370-0108-000-00,01/12/2017,"3,030,000","3,030,000",building apartment,1,kiryat ono,2013,124,5,5.023555082
006370-0108-000-00,31/12/2018,"3,060,000","3,060,000",building apartment,1,kiryat ono,2013,125,5,2.303259476
006370-0108-000-00,10/02/2020,"2,450,000","2,450,000",building apartment,1,kiryat ono,2013,120,4,0.104226477
006370-0108-000-00,12/02/2020,"2,975,000","2,975,000",building apartment,1,kiryat ono,2010,125,5,5.844770145
006370-0108-000-00,20/02/2020,"3,160,000","3,160,000",building apartment,1,kiryat ono,2013,130,5,3.406858581
006370-0108-019-00,09/01/2020,"3,130,000","3,130,000",building apartment,1,kiryat ono,2011,138,5,5.792944201
006370-0108-019-00,09/01/2020,"3,130,000","3,130,000",building apartment,1,kiryat ono,2011,138,5,1.299847458
006370-0108-054-00,09/08/2019,"2,950,000","2,950,000",building apartment,1,kiryat ono,2013,137,5,7.505649456
006370-0108-054-00,09/08/2019,"2,950,000","2,950,000",building apartment,1,kiryat ono,2013,137,5,7.487942821
006370-0109-000-00,04/03/2018,"2,910,000","2,910,000",building apartment,1,kiryat ono,2014,132,5,5.371154661
006370-0109-015-00,15/04/2019,"2,800,000","2,800,000",building apartment,1,kiryat ono,2012,132,5,3.328068694
006370-0109-030-00,13/03/2019,"2,855,000","2,855,000",building apartment,1,kiryat ono,2013,137,5,7.308165399
006370-0109-039-00,28/11/2018,"2,563,000","2,563,000",building apartment,1,kiryat ono,2014,112,4,1.29278346
006370-0122-050-00,07/06/2019,"2,040,000","2,040,000",building apartment,1,kiryat ono,2008,96,3,3.291431877
006371-0036-082-00,20/09/2018,"1,435,000","1,435,000",building apartment,0.5,kiryat ono,2021,115,4.5,2.440520361
006490-0043-255-00,26/09/2017,"1,515,000","1,515,000",building apartment,1,kiryat ono,1960,65,3,2.399511048
006490-0097-025-00,22/02/2018,"2,690,850","2,690,850",building apartment,1,kiryat ono,2017,118,5,6.849967546
006490-0097-193-00,05/11/2019,"1,620,000","1,620,000",building apartment,1,kiryat ono,1960,59,3,0.309559133
